,w1,w2,predict,actual
128,อาจารย์,ผู้สอน,0.5260231,8.65
129,หนัง,ฟิล์ม,0.16442823,5.42
130,นก,เหยี่ยว,0.47308916,5.94
131,คำ,พจนานุกรม,0.43273783,3.75
132,เงิน,เงินเดือน,0.4240283,5.63
133,หมา,แมว,0.38448036,3.13
134,พื้นที่,ภูมิภาค,0.41282815,5.1
135,กองทัพเรือ,กองทัพบก,0.66827947,4.58
136,หนังสือ,วรรณกรรม,0.46489048,5.31
137,เสื้อผ้า,ตู้เสื้อผ้า,0.4987658,4.27
138,พระอาทิตย์ตก,พระอาทิตย์ขึ้น,0.93145156,3.54
139,เด็ก,ผู้ใหญ่,0.6255422,3.96
140,วัว,ปศุสัตว์,0.35575616,3.54
141,หนังสือ,เรื่องราว,0.34223625,3.33
142,ฤดูหนาว,ฤดูร้อน,0.7821526,3.44
143,แท็กซี่,แท็กซี่,1.0,10.0
144,ต้นไม้,ต้นเมเปิล,0.6549131,6.67
145,เตียง,ห้องนอน,0.5681017,4.17
146,หลังคา,เพดาน,0.45495656,4.9
147,โรค,การติดเชื้อ,0.53227264,5.73
148,แขน,ไหล่,0.6201956,4.06
149,แกะ,ลูกแกะ,0.49812886,5.73
150,สตรี,บุรุษ,0.5155095,3.13
151,เรือ,สมอ,0.20946153,3.54
152,นักบวช,พระ,0.34335518,6.35
153,นิ้วเท้า,นิ้วมือ,0.71138793,3.44
154,แม่น้ำ,สายน้ำ,0.5942245,6.46
155,โกรธ,โกรธ,1.0000001,10.0
156,วันที่,ปฏิทิน,0.31817487,3.96
157,ทะเล,มหาสมุทร,0.589965,8.02
158,วินาที,นาที,0.53173196,4.27
159,มือ,หัวแม่มือ,0.32283613,3.65
160,ป่าไม้,ซุง,0.1712492,3.23
161,โคลน,ดิน,0.4564315,5.63
162,ห้องโถง,ทางเดิน,0.39595655,3.33
163,ทาง,มารยาท,0.17686787,0.21
164,หนู,แมว,0.32623348,2.5
165,ตำรวจ,นายอำเภอ,0.41893056,3.23
166,ความตาย,พิธีฝังศพ,0.40178755,3.54
167,เพลง,ทำนอง,0.42356825,3.75
168,เบียร์,แอลกอฮอล์,0.48218378,5.21
169,ปาก,ริมฝีปาก,0.51841885,5.94
170,พายุ,พายุเฮอริเคน,0.7555589,7.19
171,ภาษี,รายได้,0.37626302,2.81
172,ดอกไม้,สีม่วง,0.37334213,0.52
173,กระดาษ,กระดาษแข็ง,0.78054214,6.15
174,ชั้น,เพดาน,0.2756453,1.35
175,ชายหาด,ชายทะเล,0.66173816,8.13
176,ไม้เรียว,ผ้าม่าน,0.22362587,0.0
177,สุนัข,สุนัขจิ้งจอก,0.5115096,5.63
178,ถนน,ตรอก,0.496129,4.38
179,เรือ,ดาดฟ้าเรือ,0.512239,3.44
180,รถยนต์,แตรรถยนต์,0.82105696,3.54
181,เพื่อน,แขก,0.31126946,1.46
182,นายจ้าง,ลูกจ้าง,0.77222586,3.02
183,มือ,ข้อมือ,0.3036819,3.75
184,ลูกบอล,ปืนใหญ่,0.32369637,0.21
185,แอลกอฮอล์,บรั่นดี,0.29882097,5.52
186,ชัยชนะ,ชัยชนะ,0.9999999,10.0
187,โทรศัพท์,บูธ,0.14672813,0.1
188,ประตู,ทางเข้าประตู,0.6954308,4.58
189,โรงแรมม่านรูด,โรงแรม,0.54864675,6.15
190,เสื้อผ้า,ผ้า,0.5011717,4.38
191,สเต็ก,เนื้อสัตว์,0.43961546,4.27
192,เล็บ,หัวแม่มือ,0.3638005,3.02
193,วงดนตรี,วงออเคสตรา,0.55687356,6.35
194,หนังสือ,ไบเบิล,0.34161645,5.1
195,ธุรกิจ,อุตสาหกรรม,0.53724307,4.58
196,ฤดูหนาว,ฤดูกาล,0.37661266,5.52
197,ทศวรรษ,ศตวรรษ,0.59703064,5.21
198,แอลกอฮอล์,จิน,0.14942671,3.54
199,หมวก,เสื้อโค้ท,0.43981665,2.81
200,หน้าต่าง,ประตู,0.45289025,2.92
201,แขน,ข้อมือ,0.5136704,3.13
202,บ้าน,อพาร์ทเม้น,0.41028604,4.27
203,กระจก,คริสตัล,0.29605365,1.25
204,ไวน์,บรั่นดี,0.28759238,4.79
205,ผู้สร้าง,ผู้สร้าง,1.0,10.0
206,อาหารค่ำ,อาหารเช้า,0.7619167,3.23
207,แขน,กล้ามเนื้อ,0.43707272,3.02
208,ฟอง,น้ำสบู่,0.4968204,2.92
209,ขนมปัง,แป้ง,0.50492996,3.96
210,ความตาย,โศกนาฏกรรม,0.4789398,4.9
211,ขาดแคลน,การมีอยู่,0.37961316,1.04
212,ปืน,ปืนใหญ่,0.45958704,6.15
213,หญ้า,ใบมีด,0.36956528,0.63
214,ลูกบอล,ตะกร้า,0.27511236,0.52
215,ท่อ,สวน,0.18748008,0.1
216,เด็กผู้ชาย,เด็ก,0.55067927,6.35
217,โบสถ์,คณะประสานเสียง,0.35744432,1.88
218,เสื้อผ้า,ลิ้นชัก,0.34001258,1.46
219,หอคอย,ระฆัง,0.29600164,2.08
220,บิดา,ผู้ปกครอง,0.46186858,6.35
221,โรงเรียน,เกรด,0.18595879,2.92
222,ผู้ปกครอง,ผู้ใหญ่,0.4290498,4.69
223,บาร์,คุก,0.17631224,0.42
224,รถยนต์,ทางหลวง,0.2304145,3.23
225,พจนานุกรม,คำนิยาม,0.4025935,3.75
226,ประตู,ห้องใต้ดิน,0.34567395,1.25
227,กองทัพบก,กองทหาร,0.5634896,4.69
228,โลหะ,อลูมิเนียม,0.5388413,4.69
229,เก้าอี้,ม้านั่ง,0.5169576,6.56
230,เมฆ,หมอก,0.3777317,5.63
231,เด็กผู้ชาย,บุตรชาย,0.35107946,5.31
232,น้ำ,น้ำแข็ง,0.43662864,4.9
233,เตียง,ผ้าห่ม,0.40778422,3.13
234,อัยการ,ทนายความ,0.6096354,4.48
235,พื้นที่,โซน,0.41160607,6.46
236,ธุรกิจ,บริษัท,0.55404645,4.79
237,เสื้อผ้า,ผ้า,0.5011717,4.17
238,เสื้อกันหนาว,แจ็คเก็ต,0.6068905,6.35
239,เงิน,เงินทุน,0.50901926,6.04
240,มือ,เท้า,0.3977747,3.23
241,แอลกอฮอล์,ค็อกเทล,0.29590487,5.42
242,หลา,นิ้ว,0.29628968,3.33
243,โมเลกุล,อะตอม,0.56134707,4.69
244,เลนส์,กล้องถ่ายรูป,0.50679195,3.85
245,อาหาร,อาหารเย็น,0.6689668,5.73
246,ตา,น้ำตา,0.34269837,3.85
247,พระเจ้า,ปีศาจ,0.28526345,1.35
248,ห่วง,เข็มขัด,0.25186762,0.63
249,หนู,หนู,0.99999994,10.0
250,เครื่องยนต์,เครื่องยนต์,1.0000001,10.0
251,รถ,แท็กซี่,0.45979637,6.56
252,แมว,สิงโต,0.2700097,3.96
253,ขนาด,ขนาด,1.0,10.0
254,ความจริง,จินตนาการ,0.413415,1.25
255,ประตู,ประตู,1.0000001,10.0
256,แมว,สัตว์เลี้ยง,0.56610173,5.42
257,ดีบุก,อลูมิเนียม,0.30192202,3.54
258,กระดูก,กราม,0.40120256,3.75
259,ธัญพืช,ข้าวสาลี,0.6185571,5.42
260,บ้าน,กุญแจ,0.14433679,2.71
261,เลือด,เนื้อ,0.30101013,2.71
262,ประตู,ทางเดิน,0.2938835,1.56
263,พระเจ้า,วิญญาณ,0.41461718,1.15
264,สมรรถภาพ,สมรรถภาพ,1.0,10.0
265,ความอุดมสมบูรณ์,ความอุดมสมบูรณ์,1.0,10.0
266,โซฟา,เก้าอี้,0.6128802,5.63
267,ผนัง,อิฐ,0.5491396,3.02
268,เขา,กลอง,0.1737215,0.0
269,อวัยวะ,ตับ,0.42004344,5.1
270,ความแข็งแรง,ความแข็งแรง,0.9999999,9.38
271,วลี,คำ,0.4428964,6.98
272,วงดนตรี,ขบวนแห่,0.3412437,2.81
273,ท้อง,เอว,0.3985776,3.65
274,เมฆ,พายุ,0.39219588,2.81
275,ความปิติยินดี,ความภาคภูมิใจ,0.5751269,6.04
276,สัญญาณรบกวน,เสียงอึกทึก,0.36787266,3.13
277,ฝน,หมอก,0.45235997,3.33
278,เบียร์,เครื่องดื่ม,0.58460754,5.42
279,ผู้ชาย,ลุง,0.24431013,4.38
280,แอปเปิ้ล,น้ำผลไม้,0.44573674,4.06
281,ชาญฉลาด,ตรรกะ,0.39641005,3.96
282,การสื่อสาร,ภาษา,0.43822816,5.83
283,ขนมิงค์,ขนสัตว์,0.24093384,6.04
284,ฝูงชน,ฝูงชน,1.0,9.58
285,ฝั่งทะเล,ชายฝั่ง,0.7729768,6.56
286,ลวด,เชือก,0.45228893,4.27
287,นก,ไก่งวง,0.34629613,4.38
288,เตียง,เปล,0.3041038,4.69
289,ความสามารถ,ความสามารถ,1.0,10.0
290,เมฆ,หมอก,0.3777317,4.79
291,อาหารมื้อเย็น,อาหาร,0.7990944,6.15
292,บาร์,กรง,0.14586607,0.1
293,น้ำ,เกลือ,0.3936295,0.63
294,ความรู้สึก,สัญชาตญาณ,0.5097251,6.15
295,สถานการณ์,เงื่อนไข,0.30349478,2.5
296,อาชญากรรม,โจรกรรม,0.5085373,5.0
297,สไตล์,แฟชั่น,0.45081282,5.21
298,เขตแดน,ชายแดน,0.5535354,5.73
299,แขน,ร่างกาย,0.30836356,4.38
300,เรือ,รถ,0.39198196,3.02
301,แซนด์วิช,อาหารกลางวัน,0.42923948,3.23
302,เจ้าสาว,เจ้าหญิง,0.43786588,1.77
303,นางเอก,พระเอก,0.7582919,3.02
304,รถ,วัด,0.1568185,0.1
305,แมลง,ผึ้ง,0.39730683,5.31
306,เปล,เปล,1.0,9.9
307,สัตว์,คน,0.28139526,3.13
308,กัญชา,สมุนไพร,0.41244256,5.21
309,เตียง,โรงพยาบาล,0.2694638,2.29
310,แก้ม,ลิ้น,0.42661747,2.71
311,แผ่นดิสก์,คอมพิวเตอร์,0.3656458,3.02
312,เส้นโค้ง,มุม,0.36167774,2.19
313,หญ้า,ตะไคร่น้ำ,0.4318501,1.98
314,โรงเรียน,กฎหมาย,0.23374994,0.63
315,เท้า,หัว,0.29812464,2.29
316,แม่,ผู้ปกครอง,0.34889066,5.73
317,ทันตแพทย์,ทันตแพทย์,0.9999999,10.0
318,เหล้า,วิสกี้,0.48838398,6.04
319,ปาก,ฟัน,0.40228453,3.96
320,อาหารเช้า,เบคอน,0.44978595,3.23
321,ห้องน้ำ,ห้องนอน,0.82847166,3.13
322,จาน,ชาม,0.553504,5.21
323,เนื้อ,เบคอน,0.38581353,5.0
324,อากาศ,ฮีเลียม,0.39606628,4.06
325,คนงาน,ลูกจ้าง,0.50013715,7.29
326,ร่างกาย,หน้าอก,0.25949255,3.54
327,ลูกชาย,พ่อ,0.6406971,2.6
328,หัวใจ,ศัลยกรรม,0.36054128,0.83
329,ผู้หญิง,เลขานุการ,0.20114662,1.15
330,ผู้ชาย,พ่อ,0.32811207,3.44
331,ชายหาด,เกาะ,0.46020967,2.92
332,เรื่องราว,หัวข้อ,0.22263451,2.5
333,เกมส์,ความสนุกสนาน,0.37330085,3.23
334,วันสุดสัปดาห์,สัปดาห์,0.68402386,3.33
335,คู่สามีภรรยา,คู่,0.47767404,4.58
336,ผู้หญิง,ภรรยา,0.3600989,3.44
337,แกะ,ปศุสัตว์,0.30592322,3.65
338,กระเป๋าเหรียญ,กระเป๋า,0.7320882,6.04
339,เพดาน,โบสถ์,0.27207384,1.04
340,ถั่ว,กาแฟ,0.40908587,0.94
341,ไม้,กระดาษ,0.3054984,2.4
342,ด้านบน,ด้านข้าง,0.56570804,3.23
343,อาชญากรรม,หลอกลวง,0.3055692,3.33
344,เจ็บปวด,เสียหาย,0.2836214,2.6
345,คนรัก,สหาย,0.33265182,3.85
346,ตอนเย็น,พลบค่ำ,0.5107811,6.88
347,พ่อ,ลูกสาว,0.6474892,2.81
348,ไวน์,สุรา,0.3695519,5.31
349,วัว,แพะ,0.5527644,3.33
350,ความเชื่อ,ความเห็น,0.3611734,2.4
351,ความจริง,ภาพมายา,0.4613256,1.67
352,ข้อสัญญา,ข้อตกลง,0.61589116,7.4
353,ความมั่งคั่ง,ความยากจน,0.48103246,2.19
354,อุบัติเหตุ,ภาวะฉุกเฉิน,0.43323633,4.17
355,การต่อสู้,ชัยชนะ,0.3793164,2.92
356,เพื่อน,ครู,0.29994953,1.04
357,ความเจ็บป่วย,การติดเชื้อ,0.50582516,5.0
358,เกมส์,เคล็ดลับ,0.18605489,1.25
359,พี่ชาย,บุตรชาย,0.58214056,2.6
360,ป้า,หลานชาย,0.4087648,2.71
361,พี่ชาย,บุตรชาย,0.58214056,2.5
362,ป้า,หลานชาย,0.4087648,2.71
363,โอ๊ก,เมเปิ้ล,0.4415992,3.75
364,ผึ้ง,ราชินี,0.34458962,1.98
365,รถยนต์,จักรยาน,0.33144876,4.27
366,เป้าหมาย,การแสวงหา,0.32294667,3.44
367,สิงหาคม,เดือน,0.44304317,5.0
368,กองทัพบก,กลุ่มทหาร,0.48324615,4.17
369,ก้อนเมฆ,สภาพอากาศ,0.23853295,3.54
370,แพทย์,คุณหมอ,0.5775774,8.85
371,หุบเขาลึก,หุบเขา,0.86191434,8.23
372,แม่น้ำ,หุบเขา,0.5490031,2.08
373,ดวงอาทิตย์,ท้องฟ้า,0.63249916,3.23
374,เป้า,ลูกศร,0.22429772,2.6
375,ช็อคโกแลต,พาย,0.2984436,2.4
376,สภาวะแวดล้อม,สถานการณ์,0.43410707,2.5
377,ความเห็น,ตัวเลือก,0.25039566,2.6
378,จังหวะ,ทำนอง,0.3786287,5.63
379,ไส้พุง,เส้นประสาท,0.4379564,1.88
380,วัน,รุ่งอรุณ,0.23770691,1.77
381,ปศุสัตว์,เนื้อวัว,0.35820267,3.13
382,คุณหมอ,ศาสตราจารย์,0.34180632,3.33
383,แขน,หลอดเลือดดำ,0.27071318,1.88
384,ห้อง,อ่างอาบน้ำ,0.4125338,1.04
385,บริษัท,ธุรกิจ,0.55404645,4.27
386,ความสนุกสนาน,ฟุตบอล,0.25438195,2.19
387,เนินเขา,หน้าผา,0.62559897,2.92
388,กระดูก,ข้อเท้า,0.488127,2.71
389,แอปเปิ้ล,ลูกอม,0.383936,1.35
390,ผู้ช่วยเหลือ,แม่บ้าน,0.3185053,2.19
391,ผู้นำ,ผู้จัดการ,0.34132904,3.96
392,มะนาว,ชา,0.31430057,1.88
393,ผึ้ง,มด,0.35213295,3.13
394,บาสเกตบอล,เบสบอล,0.51820385,4.38
395,ข้าว,ถั่ว,0.39072508,1.88
396,เตียง,เฟอร์นิเจอร์,0.45105377,4.58
397,อารมณ์,ความหลงใหล,0.53107405,4.27
398,อนาธิปไตย,ความสับสนวุ่นวาย,0.49681583,3.13
399,อาชญากรรม,การละเมิด,0.35323873,3.23
400,เครื่องจักร,เครื่องยนต์,0.43137798,5.73
401,ชายหาด,ทะเล,0.57692707,4.17
402,ซอย,ชาม,0.2767332,0.1
403,โถ,ขวด,0.3110525,2.81
404,ความแข็งแรง,สมรรถภาพ,0.4835715,3.96
405,เมล็ด,มัสตาด,0.4566819,0.42
406,กีตาร์,กลอง,0.44479203,3.96
407,ความคิดเห็น,ความคิด,0.3773658,5.94
408,ทิศเหนือ,ทิศตะวันตก,0.82086056,4.79
409,อาหาร,สลัด,0.45715126,4.27
410,แม่,ภรรยา,0.47212118,4.79
411,พ่อ,แม่,0.64598715,3.54
412,กัปตัน,กะลาสี,0.23135215,3.96
413,เมตร,หลา,0.33810335,3.75
414,เบียร์,แชมเปญ,0.4029745,5.1
415,มอเตอร์,เรือ,0.25245708,2.6
416,บัตร,สะพาน,0.15852286,0.1
417,วิทยาศาสตร์,จิตวิทยา,0.4770689,3.02
418,คนบาป,นักบุญ,0.40090856,2.08
419,การทำลาย,การก่อสร้าง,0.42010552,1.56
420,ฝูงชน,พวง,0.111374795,0.83
421,ชายหาด,โขดหิน,0.5779775,2.5
422,ชาย,เด็ก,0.3273324,1.46
423,ขนมปัง,ชีส,0.6583812,2.4
424,แชมป์,ผู้ชนะ,0.36610445,8.54
425,งานเฉลิมฉลอง,พิธี,0.5205535,6.25
426,เมนู,คำสั่งซื้อ,0.2628347,3.54
427,กษัตริย์,เจ้าหญิง,0.35702476,3.33
428,ความมั่งคั่ง,ศักดิ์ศรี,0.3811139,2.29
429,ความอดทน,ความแข็งแรง,0.2918342,3.44
430,อันตราย,การคุกคาม,0.47677717,5.1
431,พระเจ้า,นักบวช,0.3456421,2.71
432,ผู้ชาย,พี่น้องชาย,0.3435125,3.44
433,เพื่อน,สหาย,0.4286403,8.02
434,ครู,ผู้ช่วย,0.5087066,2.6
435,ร่างกาย,กระเพาะอาหาร,0.6029288,2.81
436,ลิ้น,ช่องคอ,0.43809316,2.71
437,บ้าน,พรม,0.25492418,2.6
438,สติปัญญา,ความสามารถ,0.4591839,5.0
439,การเดินทาง,ชัยชนะ,0.18867545,0.31
440,พระเจ้า,เหยื่อ,0.15003206,0.0
441,พี่น้องชาย,จิตวิญญาณ,0.2661913,0.52
442,ฝ่ายตรงข้าม,คู่ต่อสู้,0.6886478,8.44
443,ความตาย,ภัยพิบัติ,0.38079318,3.13
444,สัตว์ประหลาด,ปิศาจ,0.49415106,6.15
445,วัน,ตอนเช้า,0.3974904,1.88
446,ผู้ชาย,ผู้ชนะ,0.14394122,0.21
447,เพื่อน,ผู้ชาย,0.33764595,1.04
448,เพลง,เรื่องราว,0.30805543,2.4
449,รังสี,แดด,0.36937922,3.85
450,ผู้ชาย,แกน,0.14656359,0.0
451,ไก่,ข้าว,0.4073283,1.88
452,กล่อง,ลิฟต์,0.24956246,1.25
453,เนย,มันฝรั่ง,0.41330102,1.98
454,อพาร์ทเม้น,เฟอร์นิเจอร์,0.3771213,1.98
455,ทะเลสาบ,บึง,0.36417356,5.73
456,สลัด,น้ำส้มสายชู,0.30784136,1.88
457,ดอกไม้,กระเปาะ,0.3112621,1.35
458,เมฆ,หมอก,0.3777317,4.79
459,คนขับรถ,นักบิน,0.34479222,3.44
460,น้ำตาล,น้ำผึ้ง,0.42447808,3.54
461,ร่างกาย,ไหล่,0.33332905,3.75
462,ความคิด,ภาพ,0.23009503,1.67
463,พ่อ,พี่ชาย,0.6202445,2.5
464,ดวงจันทร์,ดาวเคราะห์,0.70572346,4.38
465,งานรื่นเริง,ชุดแต่งกาย,0.24499516,1.88
466,ราง,รั้ว,0.27260175,1.15
467,ห้อง,เตียง,0.5443456,2.29
468,ดอกไม้,พุ่มไม้,0.4507533,4.27
469,กระดูก,เข่า,0.5667926,2.81
470,แขน,เข่า,0.48180658,2.71
471,ด้านล่าง,ด้านข้าง,0.40289962,3.44
472,ท่อ,เส้นเลือดดำ,0.2177695,0.94
473,แมว,กระต่าย,0.49448055,2.71
474,เนื้อสัตว์,แซนด์วิช,0.34692913,1.88
475,ความเชื่อ,แนวคิด,0.44370005,4.38
476,สติปัญญา,ข้อมูลเชิงลึก,0.3026161,2.4
477,ความสนใจ,ดอกเบี้ย,0.12853335,0.1
478,ทัศนคติ,ความมั่นใจ,0.37825182,1.77
479,ถูกต้อง,ความยุติธรรม,0.3452479,5.94
480,ข้อโต้แย้ง,ข้อตกลง,0.4743416,2.19
481,ความลึก,ขนาด,0.40670812,2.92
482,สื่อกลาง,ข่าว,0.27678457,3.65
483,ผู้ชนะ,ผู้สมัคร,0.25626785,1.35
484,วันเกิด,วันที่,0.3000789,2.5
485,ค่าธรรมเนียม,การชำระเงิน,0.46339035,3.44
486,คัมภีร์ไบเบิล,เพลงสวด,0.30958062,2.29
487,ทางออก,ทางเข้าประตู,0.4025206,3.33
488,ผู้ชาย,ทหารยาม,0.3088827,1.67
489,ทางเดินระหว่างที่นั่ง,ห้องโถง,0.49320418,2.29
490,วิสกี้,เหล้าจิน,0.46141547,4.17
491,เลือด,ไขกระดูก,0.47678232,2.29
492,น้ำมัน,ตัวมิงค์,0.20151827,0.31
493,พื้น,ดาดฟ้า,0.39638066,1.25
494,หลังคา,พื้น,0.40502268,1.77
495,ประตู,พื้น,0.22395469,1.56
496,ไหล่,ศีรษะ,0.46629146,2.71
497,ตู้สินค้ารถไฟ,การขนส่ง,0.46873924,3.02
498,รถยนต์,การขนส่ง,0.3648925,3.23
499,ศอก,ข้อเท้า,0.42843914,2.4
500,ความมั่งคั่ง,ชื่อเสียง,0.41274035,3.65
501,ความเศร้าโศก,ความอัปยศ,0.52561426,3.65
502,การบริหาร,การจัดการ,0.61810565,7.19
503,การสื่อสาร,การสนทนา,0.63854694,7.92
504,มลพิษ,บรรยากาศ,0.3074989,3.13
505,กายวิภาคศาสตร์,ชีววิทยา,0.620249,3.85
506,วิทยาลัย,อาชีพ,0.32253242,1.56
507,หนังสือ,หัวข้อเรื่อง,0.35323775,2.29
508,สูตร,สมการ,0.23154613,6.56
509,หนังสือ,สารสนเทศ,0.30326617,3.75
510,เด็กผู้ชาย,หุ้นส่วน,0.12857553,0.1
511,ท้องฟ้า,จักรวาล,0.4112989,3.54
512,ประชากร,คน,0.42173567,5.94
513,วิทยาลัย,ชั้นเรียน,0.39843097,3.33
