,w1,w2,predict,actual
53,ชั่วร้าย,เป็นเลิศ,0.24294211,0.21
54,บ้า,ยินดี,0.16870016,0.42
55,ซื่อสัตย์,รู้สึกผิด,0.34199318,0.94
56,ง่าย,ยาก,0.6262227,1.77
57,ง่าย,ยืดหยุ่น,0.38851658,1.25
58,แน่นอน,แน่นอน,0.99999994,9.9
59,จำเป็น,จำเป็น,1.0000001,9.9
60,แตกต่าง,ปกติ,0.40921816,1.15
61,เจ้าเล่ห์,ฉลาด,0.50645477,5.1
62,สำคัญมาก,สำคัญ,0.7721254,8.85
63,รุนแรง,โหดร้าย,0.4505832,5.73
64,ใสซื่อ,โง่,0.48049662,3.23
65,ขาดแคลน,หายาก,0.26263434,7.92
66,เป็นมิตร,ใจดี,0.41397113,7.08
67,บอบบาง,เยือกเย็น,0.32757467,0.52
68,ยาว,แคบ,0.4192875,1.67
69,ใหญ่,หนัก,0.3882996,2.6
70,หยาบ,เย็นชา,0.238998,1.35
71,ผิดปกติ,แปลก,0.3980602,7.92
72,ผิดกฏหมาย,ผิดศีลธรรม,0.59475034,5.52
73,เลว,รู้สึกผิด,0.353719,1.04
74,ทันสมัย,โบราณ,0.2982438,1.77
75,ใหม่,โบราณ,0.22718592,1.56
76,น่าเบื่อ,สนุกสนาน,0.47015154,1.77
77,มีความสุข,อ่อนวัย,0.29509747,0.94
78,ง่าย,ใหญ่,0.18684454,0.21
79,ยอดเยี่ยม,แย่,0.349929,1.77
80,เล็ก,ใหญ่,0.52749485,1.98
81,สุภาพ,เหมาะสม,0.32522896,4.38
82,เจียมเนื้อเจียมตัว,ละอาย,0.38800484,2.5
83,แปลกใหม่,หายาก,0.26480642,2.6
84,ทึ่ม,ฉลาด,0.33453727,2.08
85,รื่นรมย์,มหัศจรรย์,0.318878,1.46
86,เห็นได้ชัด,ชัดเจน,0.55967635,8.44
87,กลัว,กระวนกระวาย,0.4633515,5.1
88,เป็นทางการ,เหมาะสม,0.14656888,4.9
89,น่าเบื่อ,เบื่อ,0.6774865,9.06
90,น่ารื่นรมย์,ร่าเริง,0.48168078,6.88
91,เศร้า,โกรธ,0.5339638,3.44
92,เศร้า,แย่,0.48628786,3.65
93,ป่วย,บ้า,0.3137303,1.56
94,รุนแรง,โกรธ,0.4515741,3.75
95,ภาระ,หนัก,0.31615555,3.02
96,สกปรก,ถูก,0.25854775,0.42
97,ยืดหยุ่น,ยืดหยุ่น,1.0000001,10.0
98,แข็ง,หนาแน่น,0.2680916,5.42
99,ล่าสุด,ใหม่,0.48922503,9.38
100,กล้าหาญ,ภูมิใจ,0.36226305,3.13
101,เจ้าเล่ห์,แปลก,0.29906818,0.1
102,แปลก,เจ้าเล่ห์,0.29906818,0.1
103,ทึ่ม,หายาก,0.28094557,0.0
104,เจ้าเล่ห์,กุ๊ย,0.42931515,0.42
105,ยอดเยี่ยม,บ้า,0.17776296,0.1
106,พอเหมาะ,ยืดหยุ่น,0.35083234,1.77
107,สดใหม่,กว้าง,0.21255681,0.0
108,ใหญ่,ทึ่ม,0.066027395,0.0
109,ใหญ่,ยืดหยุ่น,0.114375904,0.1
110,สกปรก,แคบ,0.31351984,0.83
111,ภรรยา,สามี,0.8710194,4.27
112,หนังสือ,ข้อความ,0.32431078,3.96
113,เจ้าบ่าว,เจ้าสาว,0.79940414,4.48
114,กลางคืน,กลางวัน,0.7775212,3.65
115,ทิศใต้,ทิศเหนือ,0.8779035,3.65
116,เครื่องบิน,สนามบิน,0.4906792,3.96
117,ลุง,ป้า,0.51938754,4.06
118,ม้า,แม่ม้า,0.59035504,4.27
119,ก้น ,จุดสูงสุด,0.2868576,0.83
120,เพื่อน,คู่หู,0.3907705,6.46
121,นักเรียน,นักเรียน,1.0,10.0
122,โลก,โลก,1.0,9.38
123,ขา,แขน,0.55169356,3.54
124,เครื่องบิน,เครื่องบินเจ็ต,0.911091,6.15
125,สุภาพสตรี,สุภาพบุรุษ,0.6305146,3.23
126,ม้า,ม้าตัวผู้,0.39353162,5.31
127,นักแสดงหญิง,นักแสดงชาย,0.83011854,3.33
128,อาจารย์,ผู้สอน,0.5394556,8.65
129,หนัง,ฟิล์ม,0.23400077,5.42
130,นก,เหยี่ยว,0.571662,5.94
131,คำ,พจนานุกรม,0.46218276,3.75
132,เงิน,เงินเดือน,0.40114585,5.63
133,หมา,แมว,0.5438621,3.13
134,พื้นที่,ภูมิภาค,0.42382747,5.1
135,กองทัพเรือ,กองทัพบก,0.7015851,4.58
136,หนังสือ,วรรณกรรม,0.546555,5.31
137,เสื้อผ้า,ตู้เสื้อผ้า,0.5135816,4.27
138,พระอาทิตย์ตก,พระอาทิตย์ขึ้น,0.91155386,3.54
139,เด็ก,ผู้ใหญ่,0.6657979,3.96
140,วัว,ปศุสัตว์,0.42015776,3.54
141,หนังสือ,เรื่องราว,0.32548052,3.33
142,ฤดูหนาว,ฤดูร้อน,0.8253947,3.44
143,แท็กซี่,แท็กซี่,1.0000001,10.0
144,ต้นไม้,ต้นเมเปิล,0.47474244,6.67
145,เตียง,ห้องนอน,0.57534873,4.17
146,หลังคา,เพดาน,0.48401466,4.9
147,โรค,การติดเชื้อ,0.6006058,5.73
148,แขน,ไหล่,0.6682615,4.06
149,แกะ,ลูกแกะ,0.50457907,5.73
150,สตรี,บุรุษ,0.55582505,3.13
151,เรือ,สมอ,0.24720159,3.54
152,นักบวช,พระ,0.34310207,6.35
153,นิ้วเท้า,นิ้วมือ,0.73031986,3.44
154,แม่น้ำ,สายน้ำ,0.63269705,6.46
155,โกรธ,โกรธ,1.0,10.0
156,วันที่,ปฏิทิน,0.2777493,3.96
157,ทะเล,มหาสมุทร,0.64286274,8.02
158,วินาที,นาที,0.62551224,4.27
159,มือ,หัวแม่มือ,0.34658644,3.65
160,ป่าไม้,ซุง,0.21336673,3.23
161,โคลน,ดิน,0.47621375,5.63
162,ห้องโถง,ทางเดิน,0.4676999,3.33
163,ทาง,มารยาท,0.18598367,0.21
164,หนู,แมว,0.4053907,2.5
165,ตำรวจ,นายอำเภอ,0.47270334,3.23
166,ความตาย,พิธีฝังศพ,0.42452988,3.54
167,เพลง,ทำนอง,0.54168755,3.75
168,เบียร์,แอลกอฮอล์,0.5099364,5.21
169,ปาก,ริมฝีปาก,0.55400014,5.94
170,พายุ,พายุเฮอริเคน,0.7252314,7.19
171,ภาษี,รายได้,0.37412664,2.81
172,ดอกไม้,สีม่วง,0.40637872,0.52
173,กระดาษ,กระดาษแข็ง,0.75274235,6.15
174,ชั้น,เพดาน,0.27427837,1.35
175,ชายหาด,ชายทะเล,0.70204043,8.13
176,ไม้เรียว,ผ้าม่าน,0.12048968,0.0
177,สุนัข,สุนัขจิ้งจอก,0.49932304,5.63
178,ถนน,ตรอก,0.54940426,4.38
179,เรือ,ดาดฟ้าเรือ,0.65290153,3.44
180,รถยนต์,แตรรถยนต์,0.7494067,3.54
181,เพื่อน,แขก,0.34748173,1.46
182,นายจ้าง,ลูกจ้าง,0.83108246,3.02
183,มือ,ข้อมือ,0.41825032,3.75
184,ลูกบอล,ปืนใหญ่,0.3402412,0.21
185,แอลกอฮอล์,บรั่นดี,0.36635527,5.52
186,ชัยชนะ,ชัยชนะ,1.0,10.0
187,โทรศัพท์,บูธ,0.15237126,0.1
188,ประตู,ทางเข้าประตู,0.66432995,4.58
189,โรงแรมม่านรูด,โรงแรม,0.53093135,6.15
190,เสื้อผ้า,ผ้า,0.5165787,4.38
191,สเต็ก,เนื้อสัตว์,0.49911246,4.27
192,เล็บ,หัวแม่มือ,0.40808743,3.02
193,วงดนตรี,วงออเคสตรา,0.6591957,6.35
194,หนังสือ,ไบเบิล,0.43894875,5.1
195,ธุรกิจ,อุตสาหกรรม,0.5613204,4.58
196,ฤดูหนาว,ฤดูกาล,0.40007547,5.52
197,ทศวรรษ,ศตวรรษ,0.6197241,5.21
198,แอลกอฮอล์,จิน,0.11161417,3.54
199,หมวก,เสื้อโค้ท,0.4942261,2.81
200,หน้าต่าง,ประตู,0.48013014,2.92
201,แขน,ข้อมือ,0.53308487,3.13
202,บ้าน,อพาร์ทเม้น,0.42624292,4.27
203,กระจก,คริสตัล,0.3308961,1.25
204,ไวน์,บรั่นดี,0.44638035,4.79
205,ผู้สร้าง,ผู้สร้าง,0.99999994,10.0
206,อาหารค่ำ,อาหารเช้า,0.6944299,3.23
207,แขน,กล้ามเนื้อ,0.49440455,3.02
208,ฟอง,น้ำสบู่,0.4841904,2.92
209,ขนมปัง,แป้ง,0.54130036,3.96
210,ความตาย,โศกนาฏกรรม,0.50718695,4.9
211,ขาดแคลน,การมีอยู่,0.31459495,1.04
212,ปืน,ปืนใหญ่,0.5066811,6.15
213,หญ้า,ใบมีด,0.24593215,0.63
214,ลูกบอล,ตะกร้า,0.38630328,0.52
215,ท่อ,สวน,0.19778535,0.1
216,เด็กผู้ชาย,เด็ก,0.54115987,6.35
217,โบสถ์,คณะประสานเสียง,0.3570833,1.88
218,เสื้อผ้า,ลิ้นชัก,0.31861442,1.46
219,หอคอย,ระฆัง,0.2829504,2.08
220,บิดา,ผู้ปกครอง,0.49794206,6.35
221,โรงเรียน,เกรด,0.17328963,2.92
222,ผู้ปกครอง,ผู้ใหญ่,0.44139245,4.69
223,บาร์,คุก,0.1475056,0.42
224,รถยนต์,ทางหลวง,0.25100908,3.23
225,พจนานุกรม,คำนิยาม,0.4264961,3.75
226,ประตู,ห้องใต้ดิน,0.38622385,1.25
227,กองทัพบก,กองทหาร,0.50319284,4.69
228,โลหะ,อลูมิเนียม,0.6079541,4.69
229,เก้าอี้,ม้านั่ง,0.59577495,6.56
230,เมฆ,หมอก,0.4502492,5.63
231,เด็กผู้ชาย,บุตรชาย,0.35167038,5.31
232,น้ำ,น้ำแข็ง,0.42575085,4.9
233,เตียง,ผ้าห่ม,0.46094936,3.13
234,อัยการ,ทนายความ,0.65496886,4.48
235,พื้นที่,โซน,0.4221188,6.46
236,ธุรกิจ,บริษัท,0.5740529,4.79
237,เสื้อผ้า,ผ้า,0.5165787,4.17
238,เสื้อกันหนาว,แจ็คเก็ต,0.6628197,6.35
239,เงิน,เงินทุน,0.50734687,6.04
240,มือ,เท้า,0.48965335,3.23
241,แอลกอฮอล์,ค็อกเทล,0.38869655,5.42
242,หลา,นิ้ว,0.26338115,3.33
243,โมเลกุล,อะตอม,0.5623442,4.69
244,เลนส์,กล้องถ่ายรูป,0.5533449,3.85
245,อาหาร,อาหารเย็น,0.6340162,5.73
246,ตา,น้ำตา,0.3383291,3.85
247,พระเจ้า,ปีศาจ,0.28390285,1.35
248,ห่วง,เข็มขัด,0.30781472,0.63
249,หนู,หนู,1.0,10.0
250,เครื่องยนต์,เครื่องยนต์,0.9999999,10.0
251,รถ,แท็กซี่,0.49368045,6.56
252,แมว,สิงโต,0.23995952,3.96
253,ขนาด,ขนาด,1.0,10.0
254,ความจริง,จินตนาการ,0.39924064,1.25
255,ประตู,ประตู,1.0000001,10.0
256,แมว,สัตว์เลี้ยง,0.57125294,5.42
257,ดีบุก,อลูมิเนียม,0.34728095,3.54
258,กระดูก,กราม,0.44149843,3.75
259,ธัญพืช,ข้าวสาลี,0.6907981,5.42
260,บ้าน,กุญแจ,0.17350502,2.71
261,เลือด,เนื้อ,0.30993292,2.71
262,ประตู,ทางเดิน,0.30756143,1.56
263,พระเจ้า,วิญญาณ,0.4739115,1.15
264,สมรรถภาพ,สมรรถภาพ,1.0,10.0
265,ความอุดมสมบูรณ์,ความอุดมสมบูรณ์,1.0,10.0
266,โซฟา,เก้าอี้,0.6802997,5.63
267,ผนัง,อิฐ,0.50600916,3.02
268,เขา,กลอง,0.2368263,0.0
269,อวัยวะ,ตับ,0.4997097,5.1
270,ความแข็งแรง,ความแข็งแรง,0.9999999,9.38
271,วลี,คำ,0.48505896,6.98
272,วงดนตรี,ขบวนแห่,0.34009707,2.81
273,ท้อง,เอว,0.35116068,3.65
274,เมฆ,พายุ,0.43788865,2.81
275,ความปิติยินดี,ความภาคภูมิใจ,0.56197727,6.04
276,สัญญาณรบกวน,เสียงอึกทึก,0.38797966,3.13
277,ฝน,หมอก,0.49828786,3.33
278,เบียร์,เครื่องดื่ม,0.64943755,5.42
279,ผู้ชาย,ลุง,0.26678377,4.38
280,แอปเปิ้ล,น้ำผลไม้,0.3698016,4.06
281,ชาญฉลาด,ตรรกะ,0.33920527,3.96
282,การสื่อสาร,ภาษา,0.3941564,5.83
283,ขนมิงค์,ขนสัตว์,0.26927465,6.04
284,ฝูงชน,ฝูงชน,1.0000001,9.58
285,ฝั่งทะเล,ชายฝั่ง,0.7653907,6.56
286,ลวด,เชือก,0.5178723,4.27
287,นก,ไก่งวง,0.36954206,4.38
288,เตียง,เปล,0.3564966,4.69
289,ความสามารถ,ความสามารถ,1.0000001,10.0
290,เมฆ,หมอก,0.4502492,4.79
291,อาหารมื้อเย็น,อาหาร,0.7609236,6.15
292,บาร์,กรง,0.12706937,0.1
293,น้ำ,เกลือ,0.4425754,0.63
294,ความรู้สึก,สัญชาตญาณ,0.5039035,6.15
295,สถานการณ์,เงื่อนไข,0.3062098,2.5
296,อาชญากรรม,โจรกรรม,0.52111006,5.0
297,สไตล์,แฟชั่น,0.45632562,5.21
298,เขตแดน,ชายแดน,0.5444605,5.73
299,แขน,ร่างกาย,0.32721838,4.38
300,เรือ,รถ,0.36196113,3.02
301,แซนด์วิช,อาหารกลางวัน,0.4139065,3.23
302,เจ้าสาว,เจ้าหญิง,0.5355364,1.77
303,นางเอก,พระเอก,0.8000363,3.02
304,รถ,วัด,0.17146799,0.1
305,แมลง,ผึ้ง,0.4207382,5.31
306,เปล,เปล,1.0000001,9.9
307,สัตว์,คน,0.29657096,3.13
308,กัญชา,สมุนไพร,0.3970404,5.21
309,เตียง,โรงพยาบาล,0.3188822,2.29
310,แก้ม,ลิ้น,0.47809026,2.71
311,แผ่นดิสก์,คอมพิวเตอร์,0.34636113,3.02
312,เส้นโค้ง,มุม,0.3503701,2.19
313,หญ้า,ตะไคร่น้ำ,0.46475938,1.98
314,โรงเรียน,กฎหมาย,0.1647993,0.63
315,เท้า,หัว,0.34785372,2.29
316,แม่,ผู้ปกครอง,0.3306893,5.73
317,ทันตแพทย์,ทันตแพทย์,0.9999999,10.0
318,เหล้า,วิสกี้,0.5250691,6.04
319,ปาก,ฟัน,0.44947904,3.96
320,อาหารเช้า,เบคอน,0.46720728,3.23
321,ห้องน้ำ,ห้องนอน,0.84195143,3.13
322,จาน,ชาม,0.614547,5.21
323,เนื้อ,เบคอน,0.3831636,5.0
324,อากาศ,ฮีเลียม,0.38504368,4.06
325,คนงาน,ลูกจ้าง,0.52868277,7.29
326,ร่างกาย,หน้าอก,0.2779068,3.54
327,ลูกชาย,พ่อ,0.6872306,2.6
328,หัวใจ,ศัลยกรรม,0.39333242,0.83
329,ผู้หญิง,เลขานุการ,0.17401129,1.15
330,ผู้ชาย,พ่อ,0.29855466,3.44
331,ชายหาด,เกาะ,0.5370416,2.92
332,เรื่องราว,หัวข้อ,0.23894367,2.5
333,เกมส์,ความสนุกสนาน,0.36644372,3.23
334,วันสุดสัปดาห์,สัปดาห์,0.6337626,3.33
335,คู่สามีภรรยา,คู่,0.4288553,4.58
336,ผู้หญิง,ภรรยา,0.41383037,3.44
337,แกะ,ปศุสัตว์,0.24901287,3.65
338,กระเป๋าเหรียญ,กระเป๋า,0.79309165,6.04
339,เพดาน,โบสถ์,0.27346003,1.04
340,ถั่ว,กาแฟ,0.42180872,0.94
341,ไม้,กระดาษ,0.3461995,2.4
342,ด้านบน,ด้านข้าง,0.5631697,3.23
343,อาชญากรรม,หลอกลวง,0.370766,3.33
344,เจ็บปวด,เสียหาย,0.30843687,2.6
345,คนรัก,สหาย,0.35041845,3.85
346,ตอนเย็น,พลบค่ำ,0.58634245,6.88
347,พ่อ,ลูกสาว,0.66127294,2.81
348,ไวน์,สุรา,0.36372283,5.31
349,วัว,แพะ,0.6593721,3.33
350,ความเชื่อ,ความเห็น,0.35009962,2.4
351,ความจริง,ภาพมายา,0.51075023,1.67
352,ข้อสัญญา,ข้อตกลง,0.6600072,7.4
353,ความมั่งคั่ง,ความยากจน,0.48210856,2.19
354,อุบัติเหตุ,ภาวะฉุกเฉิน,0.42436805,4.17
355,การต่อสู้,ชัยชนะ,0.40416875,2.92
356,เพื่อน,ครู,0.34530723,1.04
357,ความเจ็บป่วย,การติดเชื้อ,0.55919147,5.0
358,เกมส์,เคล็ดลับ,0.213342,1.25
359,พี่ชาย,บุตรชาย,0.60906243,2.6
360,ป้า,หลานชาย,0.44585168,2.71
361,พี่ชาย,บุตรชาย,0.60906243,2.5
362,ป้า,หลานชาย,0.44585168,2.71
363,โอ๊ก,เมเปิ้ล,0.529209,3.75
364,ผึ้ง,ราชินี,0.3263768,1.98
365,รถยนต์,จักรยาน,0.35674992,4.27
366,เป้าหมาย,การแสวงหา,0.31706607,3.44
367,สิงหาคม,เดือน,0.42441297,5.0
368,กองทัพบก,กลุ่มทหาร,0.4471697,4.17
369,ก้อนเมฆ,สภาพอากาศ,0.17848781,3.54
370,แพทย์,คุณหมอ,0.61856157,8.85
371,หุบเขาลึก,หุบเขา,0.8914009,8.23
372,แม่น้ำ,หุบเขา,0.5570931,2.08
373,ดวงอาทิตย์,ท้องฟ้า,0.66288334,3.23
374,เป้า,ลูกศร,0.28553712,2.6
375,ช็อคโกแลต,พาย,0.39109185,2.4
376,สภาวะแวดล้อม,สถานการณ์,0.41855,2.5
377,ความเห็น,ตัวเลือก,0.17312098,2.6
378,จังหวะ,ทำนอง,0.41614118,5.63
379,ไส้พุง,เส้นประสาท,0.43762264,1.88
380,วัน,รุ่งอรุณ,0.2459649,1.77
381,ปศุสัตว์,เนื้อวัว,0.34029683,3.13
382,คุณหมอ,ศาสตราจารย์,0.35738665,3.33
383,แขน,หลอดเลือดดำ,0.26944327,1.88
384,ห้อง,อ่างอาบน้ำ,0.4060714,1.04
385,บริษัท,ธุรกิจ,0.5740529,4.27
386,ความสนุกสนาน,ฟุตบอล,0.2880168,2.19
387,เนินเขา,หน้าผา,0.67897904,2.92
388,กระดูก,ข้อเท้า,0.5275137,2.71
389,แอปเปิ้ล,ลูกอม,0.36290848,1.35
390,ผู้ช่วยเหลือ,แม่บ้าน,0.3303582,2.19
391,ผู้นำ,ผู้จัดการ,0.3275031,3.96
392,มะนาว,ชา,0.42443562,1.88
393,ผึ้ง,มด,0.37008047,3.13
394,บาสเกตบอล,เบสบอล,0.6116335,4.38
395,ข้าว,ถั่ว,0.43929327,1.88
396,เตียง,เฟอร์นิเจอร์,0.51058257,4.58
397,อารมณ์,ความหลงใหล,0.58782053,4.27
398,อนาธิปไตย,ความสับสนวุ่นวาย,0.47529185,3.13
399,อาชญากรรม,การละเมิด,0.4126087,3.23
400,เครื่องจักร,เครื่องยนต์,0.4495898,5.73
401,ชายหาด,ทะเล,0.563339,4.17
402,ซอย,ชาม,0.2645987,0.1
403,โถ,ขวด,0.35197285,2.81
404,ความแข็งแรง,สมรรถภาพ,0.49167386,3.96
405,เมล็ด,มัสตาด,0.4786394,0.42
406,กีตาร์,กลอง,0.5430384,3.96
407,ความคิดเห็น,ความคิด,0.33456624,5.94
408,ทิศเหนือ,ทิศตะวันตก,0.89915997,4.79
409,อาหาร,สลัด,0.42034853,4.27
410,แม่,ภรรยา,0.5000786,4.79
411,พ่อ,แม่,0.6822303,3.54
412,กัปตัน,กะลาสี,0.326237,3.96
413,เมตร,หลา,0.35250455,3.75
414,เบียร์,แชมเปญ,0.46420407,5.1
415,มอเตอร์,เรือ,0.24073644,2.6
416,บัตร,สะพาน,0.15565073,0.1
417,วิทยาศาสตร์,จิตวิทยา,0.48883253,3.02
418,คนบาป,นักบุญ,0.4481298,2.08
419,การทำลาย,การก่อสร้าง,0.47206914,1.56
420,ฝูงชน,พวง,0.08521355,0.83
421,ชายหาด,โขดหิน,0.5778043,2.5
422,ชาย,เด็ก,0.29378143,1.46
423,ขนมปัง,ชีส,0.723471,2.4
424,แชมป์,ผู้ชนะ,0.38172796,8.54
425,งานเฉลิมฉลอง,พิธี,0.5483668,6.25
426,เมนู,คำสั่งซื้อ,0.28485838,3.54
427,กษัตริย์,เจ้าหญิง,0.43159235,3.33
428,ความมั่งคั่ง,ศักดิ์ศรี,0.3758909,2.29
429,ความอดทน,ความแข็งแรง,0.30861557,3.44
430,อันตราย,การคุกคาม,0.50159895,5.1
431,พระเจ้า,นักบวช,0.41709343,2.71
432,ผู้ชาย,พี่น้องชาย,0.33452633,3.44
433,เพื่อน,สหาย,0.47593477,8.02
434,ครู,ผู้ช่วย,0.48478395,2.6
435,ร่างกาย,กระเพาะอาหาร,0.621877,2.81
436,ลิ้น,ช่องคอ,0.49360076,2.71
437,บ้าน,พรม,0.2672756,2.6
438,สติปัญญา,ความสามารถ,0.46770263,5.0
439,การเดินทาง,ชัยชนะ,0.2376939,0.31
440,พระเจ้า,เหยื่อ,0.15091439,0.0
441,พี่น้องชาย,จิตวิญญาณ,0.2862008,0.52
442,ฝ่ายตรงข้าม,คู่ต่อสู้,0.7285752,8.44
443,ความตาย,ภัยพิบัติ,0.437578,3.13
444,สัตว์ประหลาด,ปิศาจ,0.48396736,6.15
445,วัน,ตอนเช้า,0.44628137,1.88
446,ผู้ชาย,ผู้ชนะ,0.11388297,0.21
447,เพื่อน,ผู้ชาย,0.27030456,1.04
448,เพลง,เรื่องราว,0.30391592,2.4
449,รังสี,แดด,0.3731394,3.85
450,ผู้ชาย,แกน,0.12725873,0.0
451,ไก่,ข้าว,0.3949508,1.88
452,กล่อง,ลิฟต์,0.23055296,1.25
453,เนย,มันฝรั่ง,0.38718054,1.98
454,อพาร์ทเม้น,เฟอร์นิเจอร์,0.46359092,1.98
455,ทะเลสาบ,บึง,0.42500854,5.73
456,สลัด,น้ำส้มสายชู,0.33269462,1.88
457,ดอกไม้,กระเปาะ,0.2215578,1.35
458,เมฆ,หมอก,0.4502492,4.79
459,คนขับรถ,นักบิน,0.36539665,3.44
460,น้ำตาล,น้ำผึ้ง,0.4395792,3.54
461,ร่างกาย,ไหล่,0.2980822,3.75
462,ความคิด,ภาพ,0.270437,1.67
463,พ่อ,พี่ชาย,0.70401025,2.5
464,ดวงจันทร์,ดาวเคราะห์,0.69216055,4.38
465,งานรื่นเริง,ชุดแต่งกาย,0.22153123,1.88
466,ราง,รั้ว,0.31021354,1.15
467,ห้อง,เตียง,0.5355544,2.29
468,ดอกไม้,พุ่มไม้,0.39581117,4.27
469,กระดูก,เข่า,0.6014394,2.81
470,แขน,เข่า,0.54300463,2.71
471,ด้านล่าง,ด้านข้าง,0.41122815,3.44
472,ท่อ,เส้นเลือดดำ,0.23701677,0.94
473,แมว,กระต่าย,0.5701287,2.71
474,เนื้อสัตว์,แซนด์วิช,0.40731758,1.88
475,ความเชื่อ,แนวคิด,0.4594584,4.38
476,สติปัญญา,ข้อมูลเชิงลึก,0.246875,2.4
477,ความสนใจ,ดอกเบี้ย,0.13493639,0.1
478,ทัศนคติ,ความมั่นใจ,0.44195765,1.77
479,ถูกต้อง,ความยุติธรรม,0.35444522,5.94
480,ข้อโต้แย้ง,ข้อตกลง,0.48128828,2.19
481,ความลึก,ขนาด,0.43492472,2.92
482,สื่อกลาง,ข่าว,0.23519842,3.65
483,ผู้ชนะ,ผู้สมัคร,0.2359562,1.35
484,วันเกิด,วันที่,0.2978842,2.5
485,ค่าธรรมเนียม,การชำระเงิน,0.4879073,3.44
486,คัมภีร์ไบเบิล,เพลงสวด,0.42843035,2.29
487,ทางออก,ทางเข้าประตู,0.4042433,3.33
488,ผู้ชาย,ทหารยาม,0.32037047,1.67
489,ทางเดินระหว่างที่นั่ง,ห้องโถง,0.49524108,2.29
490,วิสกี้,เหล้าจิน,0.5586592,4.17
491,เลือด,ไขกระดูก,0.54687285,2.29
492,น้ำมัน,ตัวมิงค์,0.17368326,0.31
493,พื้น,ดาดฟ้า,0.39189425,1.25
494,หลังคา,พื้น,0.37968993,1.77
495,ประตู,พื้น,0.1945859,1.56
496,ไหล่,ศีรษะ,0.45328912,2.71
497,ตู้สินค้ารถไฟ,การขนส่ง,0.5194606,3.02
498,รถยนต์,การขนส่ง,0.33028993,3.23
499,ศอก,ข้อเท้า,0.45549428,2.4
500,ความมั่งคั่ง,ชื่อเสียง,0.4703123,3.65
501,ความเศร้าโศก,ความอัปยศ,0.5127889,3.65
502,การบริหาร,การจัดการ,0.6319181,7.19
503,การสื่อสาร,การสนทนา,0.6289011,7.92
504,มลพิษ,บรรยากาศ,0.3097862,3.13
505,กายวิภาคศาสตร์,ชีววิทยา,0.637666,3.85
506,วิทยาลัย,อาชีพ,0.3457429,1.56
507,หนังสือ,หัวข้อเรื่อง,0.369473,2.29
508,สูตร,สมการ,0.26505664,6.56
509,หนังสือ,สารสนเทศ,0.2962829,3.75
510,เด็กผู้ชาย,หุ้นส่วน,0.07313126,0.1
511,ท้องฟ้า,จักรวาล,0.42439675,3.54
512,ประชากร,คน,0.42868006,5.94
513,วิทยาลัย,ชั้นเรียน,0.3191211,3.33
