,w1,w2,predict,actual
90,อุบัติเหตุ,หนังสือ,0.0566355,0.06
91,พายุ,ลม,0.43407342,2.77
92,เปียโน,ประสานเสียง,0.42224884,1.95
93,สุลต่าน,กระทรวง,0.20376617,0.72
94,ทะเลทราย,เนินทราย,0.40746036,2.5
95,การคูณ,การหาร,0.33041438,2.75
96,ไวรัส,เลือด,0.31379747,1.41
97,ยุคน้ำแข็ง,พระราชบัญญัติ,0.12128576,0.0
98,ดาบ,สภาพแวดล้อม,0.10915491,0.06
99,โรงเรียนประถม,ปากกา,0.14847752,0.78
100,จิ้งหรีด,ผู้สนับสนุน,0.069138505,0.0
101,ประติมากรรม,รูปปั้น,0.6476261,3.52
102,เว็บเบราเซอร์,ไฟร์ฟอกซ์,0.6950805,3.25
103,ฟอกซ์ เทอร์เรียร์,แคนอน,0.45471478,0.61
104,เอชเอสบีซี,ประเทศอังกฤษ,0.38026768,0.73
105,คัมภีร์ไบเบิ้ล,พระกิตติคุณ,0.4450214,1.81
106,ชุดเดรส,เต้นรำ,0.19036034,1.83
107,แถว,รายการ,0.08510512,2.03
108,กรง,คุก,0.3308005,3.22
109,เรียงความ,การบ้าน,0.28417045,1.95
110,คอมพิวเตอร์,เครื่องจักร,0.3558355,3.02
111,หมีแพนด้า,หมีขาว,0.5670735,3.06
112,โรคประสาทพิการ,จิตใจ,0.52330977,1.34
113,รณรงค์,ลิง,0.11076554,0.25
114,ค่าคงที่ฟาราเดย์,เครื่องหลัง,0.28025764,0.06
115,วัง,ตึกระฟ้า,0.2769246,1.56
116,เฮลิคอปเตอร์,เครื่องบิน,0.5688882,2.88
117,มหาวิทยาลัยเคมบริดจ์,มหาวิทยาลัยออกซ์ฟอร์ด,0.9017668,3.16
118,ธง,เสา,0.32808617,2.19
119,หน้าต่าง,หลังคา,0.47427243,2.14
120,เกมการ์ด,ร่อน,0.23837379,0.09
121,มัลแวร์,เวิร์ม,0.21720771,3.11
122,ดาวเคราะห์,ดาวฤกษ์,0.801282,2.97
123,นักวิ่ง,นักกีฬา,0.4024021,3.02
124,เครื่องวัด,ร่ม,0.15854377,0.06
125,ไวไฟ,วิกิลีก,0.28430432,0.31
126,แล้ง,น้ำ,0.46950084,1.75
127,สนามบิน,ชิ้น,0.06996667,0.13
128,ออเคสตร้า,วงดนตรี,0.6880479,2.78
129,โมจิโต,โมฮิโต,0.6608063,3.05
130,แผนการสอน,การสอบ,0.5413956,2.05
131,ทฤษฎีบท,ทฤษฎี,0.773223,3.45
132,โยโย,ของเล่น,0.32778695,2.53
133,พายุหิมะ,ฝน,0.59926045,2.05
134,นักประวัติศาสตร์,นักประวัติศาสตร์นิพนธ์,0.93027997,3.03
135,ซีเมนส์,รถไฟไฟฟ้า,0.4351844,0.41
136,ศตวรรษ,ปี,0.41225997,2.77
137,โลหะผสม,เหล็กกล้า,0.61898005,3.11
138,ผู้พิพากษา,ผู้พิพากษา,1.0,4.0
139,ความโกลาหล,ชั้นเรียน,0.20450626,0.31
140,การศึกษาทางไกล,อินเทอร์เน็ต,0.3167064,2.14
141,ทราย,เท้า,0.27745497,0.34
142,ไอเอ็มเอฟ,ธนาคารดอยซ์,0.57806623,2.13
143,นิตยสารการ์เดียน,นิตยสารไทม์,0.72970587,3.17
144,ตัวไหม,ทางสายไหม,0.39602268,0.0
145,อิสรภาพ,โอเอซิส,0.26441738,0.06
146,ไซโทพลาซึม,เลขโดด,0.3655819,0.13
147,นิกายโปรแตสแตนท์,ชาวคริสต์,0.60463446,2.55
148,ลีโอ นาร์โดดาวินชี,พระกระยาหารมื้อสุดท้าย,0.4749331,1.5
149,แผนที่,จัตุรัส,0.2355598,1.02
150,รัฐสภา,สภาคองเกรส,0.62096876,2.98
151,การระดมทุน,การพัฒนา,0.4551308,1.77
152,พยาธิวิทยา,โลหิตวิทยา,0.6834814,1.91
153,หุบเขา,พายุดีเปรสชัน,0.35526532,0.72
154,กล้องโทรทรรศน์,เก้าอี้,0.11616976,0.09
155,โลหะหนัก,เวที,0.06768553,0.14
156,โลกาภิวัฒน์,วีซ่า,0.1567772,0.81
157,ค้างคาว,แวมไพร์,0.3033841,1.98
158,รองหัวหน้า,เจ้าหน้าที่,0.43453434,2.19
159,ไฟฟ้า,กรณี,0.16994533,0.19
160,คนต่างด้าว,คนนอกพื้นที่,0.3875403,3.27
161,กระดุม,จักรเย็บผ้า,0.3324985,1.75
162,พ่อมด,สายเคเบิ้ล,0.25444412,0.0
163,นักปรัชญา,การแข่งขัน,0.13937719,0.58
164,ข้าวโพดคั่ว,โรงภาพยนตร์,0.34967846,1.8
165,การเกษตร,พืช,0.5340329,2.25
166,กวี,นักข่าว,0.32990062,0.89
167,อากาศ,คลื่น,0.3055417,1.23
168,อารยธรรม,วิถีการดำเนินชีวิต,0.43470302,2.61
169,หิมะ,น้ำแข็ง,0.67078227,2.92
170,สงครามโลกครั้งที่ 2,บีโธเฟ่น,0.3706291,0.25
171,แผงวงจรหลัก,เมนบอร์ด,0.3678575,3.66
172,สมาคม,เครื่องหมาย,0.15396395,0.84
173,อเล็กซานเดอร์มหาราช,ผู้พิชิต,0.38183483,2.44
174,แอพ,กาแลคซี่,0.28306502,0.06
175,การคำนวณแบบคลาวด์,ฝน,0.14619498,0.25
176,โทรทัศน์,นักแสดงชาย,0.32519898,1.67
177,สันดอน,ทะเล,0.4302047,1.83
178,เส้นด้าย,ด้าย,0.65323883,4.0
179,ทางข้ามถนน,บุคคล,0.11497042,0.5
180,โปรตีน,ที่จับ,0.24899505,0.06
181,วงยูทู,โรนัลโด้,0.24869089,0.06
182,แอปเปิ้ล,ไอโฟน,0.42104456,1.92
183,เปปเปอร์มินท์,หมากฝรั่ง,0.4060596,2.27
184,โปสเตอร์,บทความ,0.20425405,1.55
185,ยูนิเซฟ,ราก,-0.012591242,0.06
186,โรคเกลียดกลัวชาวต่างชาติ,ลัทธิเหยียดผิว,0.54969376,1.44
187,วูดดี อัลเลน,เลนส์,0.18707494,0.58
188,ตะเกียง,จีนนี่,0.2916803,1.61
189,กองทัพเรือ,เกาะ,0.27684432,0.97
190,กำแพง,ปราสาท,0.3952583,1.78
191,ไดโนเสาร์,ช้าง,0.29225466,2.14
192,หอนาฬิกา,หิน,0.29892984,0.38
193,ตะวันออกกลาง,แม่น้ำยูเฟรติส,0.33737987,1.63
194,ทุ่งหญ้า,ทุ่งหญ้า,0.9999999,4.0
195,กีต้าร์,ไวโอลิน,0.51551694,3.03
196,การทูต,การต่อรอง,0.45900413,2.22
197,แรงโน้มถ่วง,ดาวตก,0.34045196,1.53
198,ไอคิว,สถาบันเมนซ่า,0.2526689,1.75
199,ธงชาติอังกฤษ,ธง,0.5342522,2.95
200,แผ่นดินไหว,การสั่นสะเทือน,0.51198864,2.94
201,ทรัพย์สิน,หุ้น,0.30241796,2.38
202,ฮิบรู,เยรูซาเล็ม,0.47868386,2.31
203,มืดครึ้ม,พยากรณ์,0.1758767,1.02
204,พจนานุกรม,สารานุกรม,0.60759586,3.13
205,มินท์,พิพิธภัณฑ์,0.23052986,0.0
206,เก้าอี้,ม้านั่ง,0.60226583,3.31
207,ชาวสเปน,ความชื้น,0.15774776,0.06
208,กระป๋อง,ขวด,0.6886337,2.8
209,แมลงวัน,มด,0.4602584,2.5
210,ตำนาน,เรื่องเสียดสี,0.28147385,0.67
211,ใจกลางเมือง,รถประจำทาง,0.4085878,1.13
212,หาง,โบอิ้ง 747-200,0.18656436,0.78
213,งานศิลป์,ศิลปิน,0.5633563,2.31
214,นาโต้,พันธมิตร,0.24511647,2.52
215,กษัตริย์,ผู้ปกครอง,0.3665503,3.33
216,จังหวะ,จังหวะ,0.9999999,4.0
217,อเล็กซานเดอร์ เฟลมมิง,ยาเพนนิซิลิน,0.2966796,0.73
218,ฟลุ๊ต,ดนตรี,0.39107615,2.08
219,นกกระสานวล,ทะเลสาบ,0.31712252,1.53
220,ความหนืด,กระเซ็น,0.30249244,0.86
221,ฮาร์ดแวร์,เคส,0.29064438,1.36
222,แหวน,การหมั้น,0.37559763,2.28
223,ภาษาละติน,ภาษาเยอรมัน,0.6212977,2.63
224,ชนชั้นแรงงาน,โรงงาน,0.2917061,1.83
225,เชกสเปียร์,ดิกคินส์,0.5444013,2.22
226,ธนบัตร,นักบวช,0.14848061,0.13
227,เครื่องมือ,งาน,0.22309044,1.52
228,หมูแคระ,สัตว์พวกหมู,0.67373633,3.08
229,สิทธิเลือกตั้ง,ทางออก,0.2210348,0.48
230,ดวงดาว,ความสว่าง,0.39613914,1.83
231,ปลาเทราท์,กีตาร์,0.25987932,0.0
232,ดอลลาร์,เศรษฐี,0.14457896,1.48
233,ตัวเลข,เลข,0.58633983,4.0
234,ลมแรง,ผ้าห่ม,0.25173092,0.53
235,โอบามา,คลินตัน,0.69811374,2.38
236,ตัวประกอบ,ภาพยนตร์,0.37439418,2.23
237,ยูเวนตุส,บาเยิร์น มิวนิค,0.5301325,2.7
238,อากาศเปลี่ยน,ฝนตก,0.38272446,1.67
239,เอไอ,แบตเตอรี่,0.121406086,0.56
240,งานชิ้นเอก,โมนาลิซ่า,0.2613076,1.98
241,อาชญากรรม,การโจมตี,0.43287647,2.55
242,ราชาภิเษก,น้ำ,0.113301314,0.13
243,นักร้องนำ,สต๊าฟ,0.23052119,0.92
244,การแข่งขันรอบตัดเชือก,บาสเก็ตบอล,0.54754263,1.44
245,กองทัพ,การป้องกัน,0.2850985,1.86
246,ทะเลสาบ,เมฆ,0.24986418,0.63
247,สำนักสงฆ์,อาบน้ำฝักบัว,0.18478914,0.06
248,ภาษาแม่,ภาษา,0.72868186,2.72
249,ท่าเรือ,เสื้อคลุม,0.14613837,0.19
250,ปีศาจ,เทพ,0.31444544,2.52
251,ปริศนา,สัญลักษณ์,0.17865965,1.59
252,วิทยาเขต,มหาวิทยาลัย,0.735497,2.48
253,อิสรภาพ,อิสรภาพ,1.0,4.0
254,ไต้ฝุ่น,ไซโคลน,0.39880353,3.28
255,คู่มือ,คู่มือแนะนำ,0.78119296,3.88
256,อีโบล่า,ไวรัสอีโบล่า,0.85867023,3.86
257,เจ้าหญิง,บิสกิต,0.28338146,0.38
258,รถไฟ,รถราง,0.66411066,3.55
259,ระบบนิเวศ,เศรษฐกิจ,0.4685173,0.91
260,ราชินีนาถ,ควีนหมากรุก,0.29857534,0.73
261,ทอง,สังกะสี,0.25328305,2.33
262,เคอร์เซอร์,มันฝรั่งทอด,0.29685512,0.06
263,อเมซอน,ป่า,0.29538226,2.22
264,เทนนิส,สถิติ,0.18123938,0.53
265,โบลซาโน,ทฤษฎีบท,0.41148156,0.63
266,ความสูงเหนือระดับน้ำทะเล,การแปลง,0.2387143,0.42
267,เรือ,ต้นไม้,0.26998672,0.31
268,บัลลังก์,ดาบ,0.32115024,0.91
269,ฝ้าย,เสื้อหนาว,0.3223442,1.69
270,เชอรี่,สตรอเบอรี่,0.42940587,2.78
271,อิสลาม,กุรอาน,0.47190183,2.33
272,มนุษย์นีเอนเดอร์ธัล,กีฬา,0.21572232,0.13
273,การเล่นพรรคเล่นพวก,กษัตริย์,0.2834787,0.56
274,บุคลิก,บุคคล,0.26552442,1.55
275,รถถัง,รถยนต์,0.2458394,2.52
276,ดาวพุธ,ดาวพฤหัส,0.8540751,2.94
277,หลอดลมอักเสบ ,ยาแก้ปวด,0.5625111,1.27
278,เลือด,ร่างกาย,0.58003885,2.17
279,ความกลัวอิสลาม,ไอซิส,0.5007116,1.3
280,ถักไหมพรม,เครื่องแบบ,0.34411064,0.77
281,ฮาดูป,จอสัมผัส,0.30947268,0.56
282,เชื่อเพลิงฟอสซิล,ฟอสซิล,0.7947828,2.39
283,ผ่าเหล่า,ชีวสังคมวิทยา,0.23130633,1.34
284,พี่สาว,พี่ชาย,0.8041934,2.98
285,ดินสอ,เรื่องราว,0.14598396,0.59
286,กลาก,โรคผิวหนัง,0.825041,2.59
287,จักรพรรดิ,ผู้ครองรัฐ,0.49172625,2.67
288,มงกุฎ,กุญแจ,0.20285395,0.25
289,พีชคณิต,ปฏิบัติการ,0.190609,0.47
290,ลูกสูบ,เครื่องยนต์,0.6440184,2.08
291,ทุนการศึกษา,ค่าเทอม,0.47699818,2.56
292,หนังสือ,ต้นฉบับ,0.2858205,1.84
293,ผกากรอง ,ดอกลิ้นมังกร,0.4900971,2.59
294,หลุมดำ,สุญญากาศ,0.29161286,2.52
295,จักรวรรดิ์เปอร์เซีย,พระเจ้าไซรัส,0.53078747,2.67
296,บทบรรณาธิการ,ข่าว,0.39313003,2.44
297,การตกแต่ง,ซอง,0.07131033,0.38
298,ฉลามวาฬ,ล็อบสเตอร์,0.35516062,1.98
299,ข้าวโพด,ข้าวโพด,0.9999999,4.0
300,โรคไบโพล่าร์,ปัญหา,0.3630776,1.2
301,กรด,ด่าง,0.62873656,2.44
302,ศูนย์สัมบูรณ์ ,ไอ,0.13095737,0.92
303,การปฏิวัติเขียว,ทาสี,0.20583054,0.13
304,ระบบปฏิบัติการ,การเรียนรู้เชิงลึก,0.29992566,1.09
305,คณิตศาสตร์โอลิมปิก,ทฤษฎี,0.4504451,1.06
306,เอล นินโญ่,เส้นศูนย์สูตร,0.42529243,1.3
307,เครื่องหมาย,แก้ว,0.081901066,0.13
308,คฤหาสน์,ประติมากร,0.43014237,0.75
309,บรรยากาศ,โอโซน ,0.35429436,2.66
310,โล่,โล่กลมเล็ก,0.30057713,3.56
311,เหรียญ,การชำระเงิน,0.15395656,2.08
312,ข้าวโอ๊ต,ทุ่งนา,0.18432586,1.72
313,พระ,ไม้กางเขน,0.34637257,1.58
314,เรือปืน,ชายฝั่ง,0.42590043,1.33
315,หิน,เหมือง,0.40966225,2.17
316,ตำนาน,คุณธรรม,0.18265277,0.27
317,แชมป์,ผู้ชนะ,0.37826386,3.73
318,ลูกเต๋า,ลูกบาศก์,0.31443086,2.84
319,โทโพโลจี,โครงสร้าง,0.20029087,2.78
320,โบสถ์เล็ก,สายเคเบิ้ล,0.25811642,0.06
321,กระแสเงินสด,แม่น้ำ,0.24021833,0.06
322,ฆาตกรต่อเนื่อง,ฆาตกร,0.60561514,3.3
323,เมตริกซ์,โมเลกุล,0.36723185,0.89
324,แฟชั่น,สไตล์,0.4527973,2.95
325,ธัชวิทยา,ธง,0.13851905,1.22
326,สนธิสัญญามาสทริชต์,ยุโรป,0.39172566,1.91
327,น้ำพุร้อน,น้ำพุ,0.72373766,2.89
328,น้ำตาลซูโครส,คาร์โบไฮเดรต,0.6650738,2.38
329,ชายหาด,ชายฝั่ง,0.59496194,3.58
330,ตลาดหุ้น,การซื้อขายหุ้น,0.68727845,2.55
331,ประเพณี,หัตถกรรม,0.45933014,1.22
332,นิยาย,นักเขียน,0.63202554,2.08
333,แซนด์วิช,ซับเวย์,0.4035888,1.8
334,อคูสติก,เสียง,0.4826477,2.0
335,กีฬาฟันดาบ,ยิมนาสติก,0.52902234,2.14
336,นักเขียน,ของขวัญ,0.18583885,0.2
337,ป่าไม้,ไทเกอร์ วู้ด,0.13162568,0.06
338,เมฆ,หน้าต่าง,0.21734329,0.23
339,เจเพก,พีดีเอฟ,0.2819393,2.77
340,ผู้กำกับ,เจ้านาย,0.28546733,1.89
341,ภาษี,เบรกซิต,0.23980448,0.41
342,การผสมเกสรดอกไม้,เกสรดอกไม้ตัวผู้,0.7357179,2.17
343,วิดิโอเกม,เกมคอมพิวเตอร์,0.3820435,3.17
344,การรักษา,การผ่าตัด,0.5399286,2.64
345,ข้าวเปลือก,มันฝรั่ง,0.343828,1.38
346,การจดข้อความ,การมอบหมาย,0.46665975,0.58
347,หมาจิ้งจอก,เม็ดเลือด,0.2389037,0.0
348,โซเดียมคลอไรด์,เกลือ,0.57068527,3.22
349,รายได้,คุณภาพชีวิต,0.4198098,1.66
350,พินัยกรรม,ความตั้งใจ,0.2888076,1.16
351,เข็มทิศ,ช้าง,0.18724146,0.19
352,ภาคต่อ,กล้อง,0.18636408,0.22
353,ภาพยนตร์,ฟิล์ม,0.30572864,2.52
354,นายสิบ,ปืน,0.28558314,1.48
355,โรงโม่,เมล็ด,0.113629565,1.27
356,ไอศกรีม,อาหารเช้า,0.4094893,0.78
357,กุญแจ,ล็อค,0.42132583,2.25
358,โทรศัพท์มือถือ,โทรศัพท์,0.73568237,3.59
359,อนุบาล,เด็กก่อนวัยเรียน,0.57683957,3.22
360,โลกตะวันตก,เวสเทิร์นยูเนียน,0.41454643,2.39
361,กล้าไม้,ใบ,0.25530845,1.89
362,ฝน,ลูกเห็บ,0.7039591,1.97
363,ความสุข,ความเศร้า,0.52873737,2.56
364,ตัวไหม,หนอนผีเสื้อ,0.46041688,2.39
365,การเล่นเซิร์ฟ,กีฬาทางน้ำ,0.47971857,2.45
366,รถยนต์,รถบรรทุก,0.53233206,3.0
367,อาหาร,โปรแกรม,0.13612492,0.19
368,นิยายกราฟิก,หนังสือการ์ตูน,0.49479163,2.5
369,งู,กิ้งก่า,0.4860516,2.33
370,สับปะรด,สมาร์ทโฟน,0.13476925,0.06
371,วอลล์เปเปอร์,พื้นหลัง,0.31731892,3.63
372,เซลเซียส,ไมโครซอฟต์,0.15544477,0.06
373,รวม,อ้อย,0.115175724,0.06
374,ยีนส์,ผุ้หญิง,0.36866018,1.03
375,เมตริกซ์,เวกเตอร์,0.3407772,1.98
376,คาร์บอนไดออกไซด์,ซีโอทู,0.31118652,3.69
377,โค้ช,ผู้เล่น,0.45530084,2.11
378,หิน,ไม้,0.3997846,1.8
379,ตัวชาร์จ,แผ่นดิสก์,0.3417155,0.67
380,ตันฉบับ,บทความ,0.2601262,1.89
381,จีเมล,ยาฮู,0.3823953,3.17
382,ตัวเก็บประจุ,ไดโอด,0.5904663,2.88
383,คอรัปชั่น,การโกง,0.59047127,3.81
384,โคคาโคล่า,โค้ก,0.5484446,3.92
385,เพลโต,อริสโตเติล,0.71608615,2.52
386,สงครามเย็น,สหภาพโซเวียต,0.66331655,2.3
387,หัวฉีด,ของเหลว,0.40845016,1.22
388,สัทวิทยา,จอภาพ,0.20593695,0.77
389,ซาร่า,ถุงน่อง,0.15781654,0.17
390,ฟุตบอล,ซอคเกอร์,0.3759025,3.73
391,เชื้อโรค,เชื้อโรค,1.0,4.0
392,สาธารณรัฐ,ดยุค,0.31638965,0.48
393,ลูกบอล,ทรงกลม,0.4068099,1.89
394,โมซาร์ท,สตาร์ วอร์ส,0.43858886,0.06
395,หน้ากาก,ปาร์ตี้,0.21282688,1.23
396,เกมแกรนด์ เตฟท์ ออโต,จีทีเอ,0.43525898,3.52
397,ทางหลวง,ถนน,0.6776649,2.97
398,ปฏิกิริยาลูกโซ่,เทอร์โมไดนามิกส์,0.46135235,2.06
399,ภาพประกอบ,ตุ่ม,0.079035334,0.13
400,มานุษยวิทยา,โบราณคดี,0.59445083,1.52
401,บริษัทเดล,เมืองดิงเกิล,0.36669847,0.31
402,น้ำผลไม้,ช้อน,0.3453727,0.16
403,บริษัทยาไฟเซอร์,ยา,0.24475233,2.14
404,รถบรรทุก,พัสดุ,0.29152516,1.56
405,อวัยวะรับสัมผัส,โมเลกุลโปรตีน,0.47079456,0.48
406,กูเกิลไดร์ฟ,คนขับรถ,0.24769208,0.06
407,มหาเศรษฐี,คนจรจัด,0.20363872,1.91
408,ตอน,บท,0.3351633,3.42
409,ค่าอนันต์,ศูนย์,0.13583231,1.41
410,คนใช้,ทาส,0.2450311,2.91
411,คำเสริมท้าย,คำต่อท้าย,0.5633391,3.44
412,ภาวะโลกร้อน,ความร้อน,0.36922714,2.58
413,โกรทฮอร์โมน,ฮอร์โมนการเจริญเติบโต,0.72670597,3.8
414,ท้องฟ้า,ความฝัน,0.3181717,0.69
415,ราคาเสนอซื้อ,ลอนดอน,0.25972432,0.06
416,ปุ๋ย,การเติบโต,0.2242518,1.91
417,แฮชแท็ก,หัวข้อ,0.21994011,1.81
418,กลุ่มดาวนายพราน,กลุ่มดาว,0.770324,2.67
419,นิทเช,เชลซี,0.2855653,0.25
420,การเคารพซึ่งกันและกัน,การแข่งขัน,0.19743294,1.08
421,สาขา,แขน,0.0951819,0.63
422,เหยื่อ,โทรศัพท์,0.14993647,0.25
423,ส่วนเบี่ยงเบนมาตรฐาน,การสะสม,0.42461082,0.19
424,หิมะถล่ม,หิมะ,0.7188396,2.34
425,ครู,นักเรียน,0.57214266,2.25
426,ปศุสัตว์,โยเกิร์ต,0.12878595,0.5
427,การกีดกันทางเพศ ,การกีดกันทางเพศ,0.9890247,4.0
428,ขั้วโลกใต้,เต้นรำ,0.19218005,0.06
429,อัยการ,ทนาย,0.6321124,2.56
430,แรคเก็ต,ลูกบอล,0.26799992,1.17
431,สินเชื่อธนาคาร,หนี้,0.6032565,2.55
432,มุมมอง,ระยะทาง,0.16435206,0.47
433,เฟเดอเรอร์,ดีแลน,0.24700479,1.19
434,ทนายความ,แกลเลอรี่,0.1326984,0.06
435,อายุขัย,ค่าสถิติ,0.22582483,0.94
436,เยื่อหุ้มเซลล์,ตัวก่อไวรัส ,0.57186097,0.83
437,สหภาพยุโรป,มอสโคว์,0.35332847,1.2
438,โลก,เอเซีย,0.32722613,1.94
439,เพนท์,โฟโต้ชอป,0.4460446,2.31
440,วุฒิสภา,รัฐธรรมนูญ,0.6236347,2.08
441,ผักชีฝรั่ง,มัฟฟิน,0.2606263,0.75
442,จิตใจ,สมอง,0.5002781,2.06
443,รถเมอร์ซีเดส,รถโอเปิล,0.6227674,3.09
444,ฆ้อน,ฟัน,0.3130076,0.39
445,ยุคเรอเนซ็องส์,ยุคเรอเนซ็องส์,1.0,3.94
446,กระโปรง,นาฬิกา,0.116719924,0.66
447,โอเปร่า,ภาพยนตร์,0.41606355,1.58
448,ครู,ผู้สอน,0.5624005,3.94
449,ดวงอาทิตย์,สายเคเบิ้ล,0.14718868,0.06
450,การถดถอย,จีดีพี,0.43050882,1.38
451,ซีซาร์,จูเลียส ซีซาร์,0.81863153,3.45
452,คนไข้,เซสชั่น,0.16694358,0.25
453,พฤติกรรมนิยม,การบำบัด,0.3264333,0.97
454,จักรพรรดิ,รัฐธรรมนูญ,0.28014517,1.27
455,นักคณิตศาสตร์,แสดง,0.184696,0.48
456,เอนโทรปี,สารสนเทศ,0.28235042,0.95
