,w1,w2,predict,actual
243,นักร้องนำ,สต๊าฟ,0.22338717,0.92
244,การแข่งขันรอบตัดเชือก,บาสเก็ตบอล,0.59583694,1.44
245,กองทัพ,การป้องกัน,0.3000268,1.86
246,ทะเลสาบ,เมฆ,0.2302791,0.63
247,สำนักสงฆ์,อาบน้ำฝักบัว,0.16401401,0.06
248,ภาษาแม่,ภาษา,0.7530205,2.72
249,ท่าเรือ,เสื้อคลุม,0.18488592,0.19
250,ปีศาจ,เทพ,0.33216545,2.52
251,ปริศนา,สัญลักษณ์,0.17816201,1.59
252,วิทยาเขต,มหาวิทยาลัย,0.74700665,2.48
253,อิสรภาพ,อิสรภาพ,1.0,4.0
254,ไต้ฝุ่น,ไซโคลน,0.4006222,3.28
255,คู่มือ,คู่มือแนะนำ,0.7902163,3.88
256,อีโบล่า,ไวรัสอีโบล่า,0.86704576,3.86
257,เจ้าหญิง,บิสกิต,0.27691925,0.38
258,รถไฟ,รถราง,0.64707404,3.55
259,ระบบนิเวศ,เศรษฐกิจ,0.46537507,0.91
260,ราชินีนาถ,ควีนหมากรุก,0.3436254,0.73
261,ทอง,สังกะสี,0.25841808,2.33
262,เคอร์เซอร์,มันฝรั่งทอด,0.24600084,0.06
263,อเมซอน,ป่า,0.3514578,2.22
264,เทนนิส,สถิติ,0.15382694,0.53
265,โบลซาโน,ทฤษฎีบท,0.37260848,0.63
266,ความสูงเหนือระดับน้ำทะเล,การแปลง,0.27142146,0.42
267,เรือ,ต้นไม้,0.22822239,0.31
268,บัลลังก์,ดาบ,0.34656015,0.91
269,ฝ้าย,เสื้อหนาว,0.3663817,1.69
270,เชอรี่,สตรอเบอรี่,0.4101635,2.78
271,อิสลาม,กุรอาน,0.47891587,2.33
272,มนุษย์นีเอนเดอร์ธัล,กีฬา,0.17366423,0.13
273,การเล่นพรรคเล่นพวก,กษัตริย์,0.30665112,0.56
274,บุคลิก,บุคคล,0.28258497,1.55
275,รถถัง,รถยนต์,0.31639984,2.52
276,ดาวพุธ,ดาวพฤหัส,0.85513604,2.94
277,หลอดลมอักเสบ ,ยาแก้ปวด,0.51522994,1.27
278,เลือด,ร่างกาย,0.55712503,2.17
279,ความกลัวอิสลาม,ไอซิส,0.522081,1.3
280,ถักไหมพรม,เครื่องแบบ,0.33510175,0.77
281,ฮาดูป,จอสัมผัส,0.18264198,0.56
282,เชื่อเพลิงฟอสซิล,ฟอสซิล,0.8147268,2.39
283,ผ่าเหล่า,ชีวสังคมวิทยา,0.2336429,1.34
284,พี่สาว,พี่ชาย,0.79757845,2.98
285,ดินสอ,เรื่องราว,0.15381958,0.59
286,กลาก,โรคผิวหนัง,0.8283625,2.59
287,จักรพรรดิ,ผู้ครองรัฐ,0.45188668,2.67
288,มงกุฎ,กุญแจ,0.21551143,0.25
289,พีชคณิต,ปฏิบัติการ,0.23177028,0.47
290,ลูกสูบ,เครื่องยนต์,0.6331928,2.08
291,ทุนการศึกษา,ค่าเทอม,0.38819396,2.56
292,หนังสือ,ต้นฉบับ,0.277766,1.84
293,ผกากรอง ,ดอกลิ้นมังกร,0.4668779,2.59
294,หลุมดำ,สุญญากาศ,0.29975274,2.52
295,จักรวรรดิ์เปอร์เซีย,พระเจ้าไซรัส,0.4551647,2.67
296,บทบรรณาธิการ,ข่าว,0.39234194,2.44
297,การตกแต่ง,ซอง,0.06319794,0.38
298,ฉลามวาฬ,ล็อบสเตอร์,0.37148783,1.98
299,ข้าวโพด,ข้าวโพด,1.0000001,4.0
300,โรคไบโพล่าร์,ปัญหา,0.31812993,1.2
301,กรด,ด่าง,0.6282499,2.44
302,ศูนย์สัมบูรณ์ ,ไอ,0.14554285,0.92
303,การปฏิวัติเขียว,ทาสี,0.15510151,0.13
304,ระบบปฏิบัติการ,การเรียนรู้เชิงลึก,0.3064727,1.09
305,คณิตศาสตร์โอลิมปิก,ทฤษฎี,0.4143529,1.06
306,เอล นินโญ่,เส้นศูนย์สูตร,0.37324134,1.3
307,เครื่องหมาย,แก้ว,0.088036776,0.13
308,คฤหาสน์,ประติมากร,0.39877585,0.75
309,บรรยากาศ,โอโซน ,0.3426742,2.66
310,โล่,โล่กลมเล็ก,0.36877543,3.56
311,เหรียญ,การชำระเงิน,0.20963158,2.08
312,ข้าวโอ๊ต,ทุ่งนา,0.20130257,1.72
313,พระ,ไม้กางเขน,0.38410375,1.58
314,เรือปืน,ชายฝั่ง,0.35166186,1.33
315,หิน,เหมือง,0.39993197,2.17
316,ตำนาน,คุณธรรม,0.14385456,0.27
317,แชมป์,ผู้ชนะ,0.35898712,3.73
318,ลูกเต๋า,ลูกบาศก์,0.34250686,2.84
319,โทโพโลจี,โครงสร้าง,0.3378037,2.78
320,โบสถ์เล็ก,สายเคเบิ้ล,0.31169543,0.06
321,กระแสเงินสด,แม่น้ำ,0.24287865,0.06
322,ฆาตกรต่อเนื่อง,ฆาตกร,0.67805487,3.3
323,เมตริกซ์,โมเลกุล,0.35469502,0.89
324,แฟชั่น,สไตล์,0.47355887,2.95
325,ธัชวิทยา,ธง,0.13704316,1.22
326,สนธิสัญญามาสทริชต์,ยุโรป,0.38294393,1.91
327,น้ำพุร้อน,น้ำพุ,0.7121947,2.89
328,น้ำตาลซูโครส,คาร์โบไฮเดรต,0.69136524,2.38
329,ชายหาด,ชายฝั่ง,0.6092426,3.58
330,ตลาดหุ้น,การซื้อขายหุ้น,0.69366914,2.55
331,ประเพณี,หัตถกรรม,0.43259242,1.22
332,นิยาย,นักเขียน,0.6101408,2.08
333,แซนด์วิช,ซับเวย์,0.3510811,1.8
334,อคูสติก,เสียง,0.4713975,2.0
335,กีฬาฟันดาบ,ยิมนาสติก,0.518579,2.14
336,นักเขียน,ของขวัญ,0.20584235,0.2
337,ป่าไม้,ไทเกอร์ วู้ด,0.08961111,0.06
338,เมฆ,หน้าต่าง,0.2229893,0.23
339,เจเพก,พีดีเอฟ,0.15143228,2.77
340,ผู้กำกับ,เจ้านาย,0.3094434,1.89
341,ภาษี,เบรกซิต,0.2382673,0.41
342,การผสมเกสรดอกไม้,เกสรดอกไม้ตัวผู้,0.79368687,2.17
343,วิดิโอเกม,เกมคอมพิวเตอร์,0.40716073,3.17
344,การรักษา,การผ่าตัด,0.54288316,2.64
345,ข้าวเปลือก,มันฝรั่ง,0.30408826,1.38
346,การจดข้อความ,การมอบหมาย,0.42921332,0.58
347,หมาจิ้งจอก,เม็ดเลือด,0.18153901,0.0
348,โซเดียมคลอไรด์,เกลือ,0.5657666,3.22
349,รายได้,คุณภาพชีวิต,0.41518655,1.66
350,พินัยกรรม,ความตั้งใจ,0.2667239,1.16
351,เข็มทิศ,ช้าง,0.2062298,0.19
352,ภาคต่อ,กล้อง,0.18188693,0.22
353,ภาพยนตร์,ฟิล์ม,0.29899302,2.52
354,นายสิบ,ปืน,0.25619334,1.48
355,โรงโม่,เมล็ด,0.111424685,1.27
356,ไอศกรีม,อาหารเช้า,0.40472746,0.78
357,กุญแจ,ล็อค,0.41073242,2.25
358,โทรศัพท์มือถือ,โทรศัพท์,0.75202847,3.59
359,อนุบาล,เด็กก่อนวัยเรียน,0.56394494,3.22
360,โลกตะวันตก,เวสเทิร์นยูเนียน,0.46241355,2.39
361,กล้าไม้,ใบ,0.24027301,1.89
362,ฝน,ลูกเห็บ,0.65506595,1.97
363,ความสุข,ความเศร้า,0.5523799,2.56
364,ตัวไหม,หนอนผีเสื้อ,0.3594518,2.39
365,การเล่นเซิร์ฟ,กีฬาทางน้ำ,0.5682936,2.45
366,รถยนต์,รถบรรทุก,0.53245986,3.0
367,อาหาร,โปรแกรม,0.14445557,0.19
368,นิยายกราฟิก,หนังสือการ์ตูน,0.5969008,2.5
369,งู,กิ้งก่า,0.5293433,2.33
370,สับปะรด,สมาร์ทโฟน,0.14412628,0.06
371,วอลล์เปเปอร์,พื้นหลัง,0.26089594,3.63
372,เซลเซียส,ไมโครซอฟต์,0.1482763,0.06
373,รวม,อ้อย,0.108729474,0.06
374,ยีนส์,ผุ้หญิง,0.31908977,1.03
375,เมตริกซ์,เวกเตอร์,0.36173585,1.98
376,คาร์บอนไดออกไซด์,ซีโอทู,0.2572493,3.69
377,โค้ช,ผู้เล่น,0.48224452,2.11
378,หิน,ไม้,0.41238514,1.8
379,ตัวชาร์จ,แผ่นดิสก์,0.31702784,0.67
380,ตันฉบับ,บทความ,0.2994812,1.89
381,จีเมล,ยาฮู,0.4090146,3.17
382,ตัวเก็บประจุ,ไดโอด,0.56913894,2.88
383,คอรัปชั่น,การโกง,0.6001784,3.81
384,โคคาโคล่า,โค้ก,0.51671815,3.92
385,เพลโต,อริสโตเติล,0.7160821,2.52
386,สงครามเย็น,สหภาพโซเวียต,0.6501259,2.3
387,หัวฉีด,ของเหลว,0.39657906,1.22
388,สัทวิทยา,จอภาพ,0.21894737,0.77
389,ซาร่า,ถุงน่อง,0.21716669,0.17
390,ฟุตบอล,ซอคเกอร์,0.40258938,3.73
391,เชื้อโรค,เชื้อโรค,1.0,4.0
392,สาธารณรัฐ,ดยุค,0.31934556,0.48
393,ลูกบอล,ทรงกลม,0.42504779,1.89
394,โมซาร์ท,สตาร์ วอร์ส,0.38306397,0.06
395,หน้ากาก,ปาร์ตี้,0.21246704,1.23
396,เกมแกรนด์ เตฟท์ ออโต,จีทีเอ,0.49623078,3.52
397,ทางหลวง,ถนน,0.6633733,2.97
398,ปฏิกิริยาลูกโซ่,เทอร์โมไดนามิกส์,0.45039767,2.06
399,ภาพประกอบ,ตุ่ม,0.0727789,0.13
400,มานุษยวิทยา,โบราณคดี,0.583224,1.52
401,บริษัทเดล,เมืองดิงเกิล,0.44053826,0.31
402,น้ำผลไม้,ช้อน,0.32716683,0.16
403,บริษัทยาไฟเซอร์,ยา,0.18908153,2.14
404,รถบรรทุก,พัสดุ,0.30274847,1.56
405,อวัยวะรับสัมผัส,โมเลกุลโปรตีน,0.50440174,0.48
406,กูเกิลไดร์ฟ,คนขับรถ,0.2294677,0.06
407,มหาเศรษฐี,คนจรจัด,0.22542839,1.91
408,ตอน,บท,0.3368551,3.42
409,ค่าอนันต์,ศูนย์,0.16995664,1.41
410,คนใช้,ทาส,0.24629104,2.91
411,คำเสริมท้าย,คำต่อท้าย,0.49253565,3.44
412,ภาวะโลกร้อน,ความร้อน,0.40047905,2.58
413,โกรทฮอร์โมน,ฮอร์โมนการเจริญเติบโต,0.74192667,3.8
414,ท้องฟ้า,ความฝัน,0.32223573,0.69
415,ราคาเสนอซื้อ,ลอนดอน,0.24934874,0.06
416,ปุ๋ย,การเติบโต,0.25102043,1.91
417,แฮชแท็ก,หัวข้อ,0.22719179,1.81
418,กลุ่มดาวนายพราน,กลุ่มดาว,0.80711555,2.67
419,นิทเช,เชลซี,0.369558,0.25
420,การเคารพซึ่งกันและกัน,การแข่งขัน,0.18503709,1.08
421,สาขา,แขน,0.11539151,0.63
422,เหยื่อ,โทรศัพท์,0.14836018,0.25
423,ส่วนเบี่ยงเบนมาตรฐาน,การสะสม,0.3864764,0.19
424,หิมะถล่ม,หิมะ,0.68898255,2.34
425,ครู,นักเรียน,0.58839923,2.25
426,ปศุสัตว์,โยเกิร์ต,0.15925188,0.5
427,การกีดกันทางเพศ ,การกีดกันทางเพศ,0.9878004,4.0
428,ขั้วโลกใต้,เต้นรำ,0.17961137,0.06
429,อัยการ,ทนาย,0.6242833,2.56
430,แรคเก็ต,ลูกบอล,0.18089679,1.17
431,สินเชื่อธนาคาร,หนี้,0.6077378,2.55
432,มุมมอง,ระยะทาง,0.1801922,0.47
433,เฟเดอเรอร์,ดีแลน,0.44012058,1.19
434,ทนายความ,แกลเลอรี่,0.10366647,0.06
435,อายุขัย,ค่าสถิติ,0.24383987,0.94
436,เยื่อหุ้มเซลล์,ตัวก่อไวรัส ,0.5689656,0.83
437,สหภาพยุโรป,มอสโคว์,0.34756216,1.2
438,โลก,เอเซีย,0.27134645,1.94
439,เพนท์,โฟโต้ชอป,0.39062837,2.31
440,วุฒิสภา,รัฐธรรมนูญ,0.5964698,2.08
441,ผักชีฝรั่ง,มัฟฟิน,0.30170727,0.75
442,จิตใจ,สมอง,0.51873004,2.06
443,รถเมอร์ซีเดส,รถโอเปิล,0.6321363,3.09
444,ฆ้อน,ฟัน,0.33035696,0.39
445,ยุคเรอเนซ็องส์,ยุคเรอเนซ็องส์,0.99999994,3.94
446,กระโปรง,นาฬิกา,0.14903742,0.66
447,โอเปร่า,ภาพยนตร์,0.41530934,1.58
448,ครู,ผู้สอน,0.55063486,3.94
449,ดวงอาทิตย์,สายเคเบิ้ล,0.16175497,0.06
450,การถดถอย,จีดีพี,0.48034054,1.38
451,ซีซาร์,จูเลียส ซีซาร์,0.86777675,3.45
452,คนไข้,เซสชั่น,0.17842557,0.25
453,พฤติกรรมนิยม,การบำบัด,0.30090377,0.97
454,จักรพรรดิ,รัฐธรรมนูญ,0.31986544,1.27
455,นักคณิตศาสตร์,แสดง,0.23517743,0.48
456,เอนโทรปี,สารสนเทศ,0.35034817,0.95
